state,count,t,run_no
Recovered,0,2.4499999999999997,16
Susceptible,3,2.46,16
Exposed,0,2.46,16
Infectious,1,2.46,16
Recovered,0,2.46,16
Susceptible,3,2.4699999999999998,16
Exposed,0,2.4699999999999998,16
Infectious,1,2.4699999999999998,16
Recovered,0,2.4699999999999998,16
Susceptible,3,2.48,16
Exposed,0,2.48,16
Infectious,1,2.48,16
Recovered,0,2.48,16
Susceptible,3,2.4899999999999998,16
Exposed,0,2.4899999999999998,16
Infectious,1,2.4899999999999998,16
Recovered,0,2.4899999999999998,16
Susceptible,3,2.5,16
Exposed,0,2.5,16
Infectious,1,2.5,16
Recovered,0,2.5,16
Susceptible,3,2.51,16
Exposed,0,2.51,16
Infectious,1,2.51,16
Recovered,0,2.51,16
Susceptible,3,2.52,16
Exposed,0,2.52,16
Infectious,1,2.52,16
Recovered,0,2.52,16
Susceptible,3,2.53,16
Exposed,0,2.53,16
Infectious,1,2.53,16
Recovered,0,2.53,16
Susceptible,3,2.54,16
Exposed,0,2.54,16
Infectious,1,2.54,16
Recovered,0,2.54,16
Susceptible,3,2.55,16
Exposed,0,2.55,16
Infectious,1,2.55,16
Recovered,0,2.55,16
Susceptible,3,2.56,16
Exposed,0,2.56,16
Infectious,1,2.56,16
Recovered,0,2.56,16
Susceptible,3,2.57,16
Exposed,0,2.57,16
Infectious,1,2.57,16
Recovered,0,2.57,16
Susceptible,3,2.5799999999999996,16
Exposed,0,2.5799999999999996,16
Infectious,1,2.5799999999999996,16
Recovered,0,2.5799999999999996,16
Susceptible,3,2.59,16
Exposed,0,2.59,16
Infectious,1,2.59,16
Recovered,0,2.59,16
Susceptible,3,2.5999999999999996,16
Exposed,0,2.5999999999999996,16
Infectious,1,2.5999999999999996,16
Recovered,0,2.5999999999999996,16
Susceptible,3,2.61,16
Exposed,0,2.61,16
Infectious,1,2.61,16
Recovered,0,2.61,16
Susceptible,3,2.6199999999999997,16
Exposed,0,2.6199999999999997,16
Infectious,1,2.6199999999999997,16
Recovered,0,2.6199999999999997,16
Susceptible,3,2.63,16
Exposed,0,2.63,16
Infectious,1,2.63,16
Recovered,0,2.63,16
Susceptible,3,2.6399999999999997,16
Exposed,0,2.6399999999999997,16
Infectious,1,2.6399999999999997,16
Recovered,0,2.6399999999999997,16
Susceptible,3,2.65,16
Exposed,0,2.65,16
Infectious,1,2.65,16
Recovered,0,2.65,16
Susceptible,3,2.6599999999999997,16
Exposed,0,2.6599999999999997,16
Infectious,1,2.6599999999999997,16
Recovered,0,2.6599999999999997,16
Susceptible,3,2.67,16
Exposed,0,2.67,16
Infectious,1,2.67,16
Recovered,0,2.67,16
Susceptible,3,2.6799999999999997,16
Exposed,0,2.6799999999999997,16
Infectious,1,2.6799999999999997,16
Recovered,0,2.6799999999999997,16
Susceptible,3,2.69,16
Exposed,0,2.69,16
Infectious,1,2.69,16
Recovered,0,2.69,16
Susceptible,3,2.6999999999999997,16
Exposed,0,2.6999999999999997,16
Infectious,1,2.6999999999999997,16
Recovered,0,2.6999999999999997,16
Susceptible,3,2.71,16
Exposed,0,2.71,16
Infectious,1,2.71,16
Recovered,0,2.71,16
Susceptible,3,2.7199999999999998,16
Exposed,0,2.7199999999999998,16
Infectious,1,2.7199999999999998,16
Recovered,0,2.7199999999999998,16
Susceptible,3,2.73,16
Exposed,0,2.73,16
Infectious,1,2.73,16
Recovered,0,2.73,16
Susceptible,3,2.7399999999999998,16
Exposed,0,2.7399999999999998,16
Infectious,1,2.7399999999999998,16
Recovered,0,2.7399999999999998,16
Susceptible,3,2.75,16
Exposed,0,2.75,16
Infectious,1,2.75,16
Recovered,0,2.75,16
Susceptible,3,2.76,16
Exposed,0,2.76,16
Infectious,1,2.76,16
Recovered,0,2.76,16
Susceptible,3,2.77,16
Exposed,0,2.77,16
Infectious,1,2.77,16
Recovered,0,2.77,16
Susceptible,3,2.78,16
Exposed,0,2.78,16
Infectious,1,2.78,16
Recovered,0,2.78,16
Susceptible,3,2.79,16
Exposed,0,2.79,16
Infectious,1,2.79,16
Recovered,0,2.79,16
Susceptible,3,2.8,16
Exposed,0,2.8,16
Infectious,1,2.8,16
Recovered,0,2.8,16
Susceptible,3,2.81,16
Exposed,0,2.81,16
Infectious,1,2.81,16
Recovered,0,2.81,16
Susceptible,3,2.82,16
Exposed,0,2.82,16
Infectious,1,2.82,16
Recovered,0,2.82,16
Susceptible,3,2.8299999999999996,16
Exposed,0,2.8299999999999996,16
Infectious,1,2.8299999999999996,16
Recovered,0,2.8299999999999996,16
Susceptible,3,2.84,16
Exposed,0,2.84,16
Infectious,1,2.84,16
Recovered,0,2.84,16
Susceptible,3,2.8499999999999996,16
Exposed,0,2.8499999999999996,16
Infectious,1,2.8499999999999996,16
Recovered,0,2.8499999999999996,16
Susceptible,3,2.86,16
Exposed,0,2.86,16
Infectious,1,2.86,16
Recovered,0,2.86,16
Susceptible,3,2.8699999999999997,16
Exposed,0,2.8699999999999997,16
Infectious,1,2.8699999999999997,16
Recovered,0,2.8699999999999997,16
Susceptible,3,2.88,16
Exposed,0,2.88,16
Infectious,1,2.88,16
Recovered,0,2.88,16
Susceptible,3,2.8899999999999997,16
Exposed,0,2.8899999999999997,16
Infectious,1,2.8899999999999997,16
Recovered,0,2.8899999999999997,16
Susceptible,3,2.9,16
Exposed,0,2.9,16
Infectious,1,2.9,16
Recovered,0,2.9,16
Susceptible,3,2.9099999999999997,16
Exposed,0,2.9099999999999997,16
Infectious,1,2.9099999999999997,16
Recovered,0,2.9099999999999997,16
Susceptible,3,2.92,16
Exposed,0,2.92,16
Infectious,1,2.92,16
Recovered,0,2.92,16
Susceptible,3,2.9299999999999997,16
Exposed,0,2.9299999999999997,16
Infectious,1,2.9299999999999997,16
Recovered,0,2.9299999999999997,16
Susceptible,3,2.94,16
Exposed,0,2.94,16
Infectious,1,2.94,16
Recovered,0,2.94,16
Susceptible,3,2.9499999999999997,16
Exposed,0,2.9499999999999997,16
Infectious,1,2.9499999999999997,16
Recovered,0,2.9499999999999997,16
Susceptible,3,2.96,16
Exposed,0,2.96,16
Infectious,1,2.96,16
Recovered,0,2.96,16
Susceptible,3,2.9699999999999998,16
Exposed,0,2.9699999999999998,16
Infectious,1,2.9699999999999998,16
Recovered,0,2.9699999999999998,16
Susceptible,3,2.98,16
Exposed,0,2.98,16
Infectious,1,2.98,16
Recovered,0,2.98,16
Susceptible,3,2.9899999999999998,16
Exposed,0,2.9899999999999998,16
Infectious,1,2.9899999999999998,16
Recovered,0,2.9899999999999998,16
Susceptible,3,3.0,16
Exposed,0,3.0,16
Infectious,1,3.0,16
Recovered,0,3.0,16
Susceptible,3,3.01,16
Exposed,0,3.01,16
Infectious,1,3.01,16
Recovered,0,3.01,16
Susceptible,3,3.02,16
Exposed,0,3.02,16
Infectious,1,3.02,16
Recovered,0,3.02,16
Susceptible,3,3.03,16
Exposed,0,3.03,16
Infectious,1,3.03,16
Recovered,0,3.03,16
Susceptible,3,3.04,16
Exposed,0,3.04,16
Infectious,1,3.04,16
Recovered,0,3.04,16
Susceptible,3,3.05,16
Exposed,0,3.05,16
Infectious,1,3.05,16
Recovered,0,3.05,16
Susceptible,3,3.06,16
Exposed,0,3.06,16
Infectious,1,3.06,16
Recovered,0,3.06,16
Susceptible,3,3.07,16
Exposed,0,3.07,16
Infectious,1,3.07,16
Recovered,0,3.07,16
Susceptible,3,3.08,16
Exposed,0,3.08,16
Infectious,1,3.08,16
Recovered,0,3.08,16
Susceptible,3,3.09,16
Exposed,0,3.09,16
Infectious,1,3.09,16
Recovered,0,3.09,16
Susceptible,3,3.0999999999999996,16
Exposed,0,3.0999999999999996,16
Infectious,1,3.0999999999999996,16
Recovered,0,3.0999999999999996,16
Susceptible,3,3.11,16
Exposed,0,3.11,16
Infectious,1,3.11,16
Recovered,0,3.11,16
Susceptible,3,3.1199999999999997,16
Exposed,0,3.1199999999999997,16
Infectious,1,3.1199999999999997,16
Recovered,0,3.1199999999999997,16
Susceptible,3,3.13,16
Exposed,0,3.13,16
Infectious,1,3.13,16
Recovered,0,3.13,16
Susceptible,3,3.1399999999999997,16
Exposed,0,3.1399999999999997,16
Infectious,1,3.1399999999999997,16
Recovered,0,3.1399999999999997,16
Susceptible,3,3.15,16
Exposed,0,3.15,16
Infectious,1,3.15,16
Recovered,0,3.15,16
Susceptible,3,3.1599999999999997,16
Exposed,0,3.1599999999999997,16
Infectious,1,3.1599999999999997,16
Recovered,0,3.1599999999999997,16
Susceptible,3,3.17,16
Exposed,0,3.17,16
Infectious,1,3.17,16
Recovered,0,3.17,16
Susceptible,3,3.1799999999999997,16
Exposed,0,3.1799999999999997,16
Infectious,1,3.1799999999999997,16
Recovered,0,3.1799999999999997,16
Susceptible,3,3.19,16
Exposed,0,3.19,16
Infectious,1,3.19,16
Recovered,0,3.19,16
Susceptible,3,3.1999999999999997,16
Exposed,0,3.1999999999999997,16
Infectious,1,3.1999999999999997,16
Recovered,0,3.1999999999999997,16
Susceptible,3,3.21,16
Exposed,0,3.21,16
Infectious,1,3.21,16
Recovered,0,3.21,16
Susceptible,3,3.2199999999999998,16
Exposed,0,3.2199999999999998,16
Infectious,1,3.2199999999999998,16
Recovered,0,3.2199999999999998,16
Susceptible,3,3.23,16
Exposed,0,3.23,16
Infectious,1,3.23,16
Recovered,0,3.23,16
Susceptible,3,3.2399999999999998,16
Exposed,0,3.2399999999999998,16
Infectious,1,3.2399999999999998,16
Recovered,0,3.2399999999999998,16
Susceptible,3,3.25,16
Exposed,0,3.25,16
Infectious,1,3.25,16
Recovered,0,3.25,16
Susceptible,3,3.26,16
Exposed,0,3.26,16
Infectious,1,3.26,16
Recovered,0,3.26,16
Susceptible,3,3.27,16
Exposed,0,3.27,16
Infectious,1,3.27,16
Recovered,0,3.27,16
Susceptible,3,3.28,16
Exposed,0,3.28,16
Infectious,1,3.28,16
Recovered,0,3.28,16
Susceptible,3,3.29,16
Exposed,0,3.29,16
Infectious,1,3.29,16
Recovered,0,3.29,16
Susceptible,3,3.3,16
Exposed,0,3.3,16
Infectious,1,3.3,16
Recovered,0,3.3,16
Susceptible,3,3.31,16
Exposed,0,3.31,16
Infectious,1,3.31,16
Recovered,0,3.31,16
Susceptible,3,3.32,16
Exposed,0,3.32,16
Infectious,1,3.32,16
Recovered,0,3.32,16
Susceptible,3,3.33,16
Exposed,0,3.33,16
Infectious,1,3.33,16
Recovered,0,3.33,16
Susceptible,3,3.34,16
Exposed,0,3.34,16
Infectious,1,3.34,16
Recovered,0,3.34,16
Susceptible,3,3.3499999999999996,16
Exposed,0,3.3499999999999996,16
Infectious,1,3.3499999999999996,16
Recovered,0,3.3499999999999996,16
Susceptible,3,3.36,16
Exposed,0,3.36,16
Infectious,1,3.36,16
Recovered,0,3.36,16
Susceptible,3,3.3699999999999997,16
Exposed,0,3.3699999999999997,16
Infectious,1,3.3699999999999997,16
Recovered,0,3.3699999999999997,16
Susceptible,3,3.38,16
Exposed,0,3.38,16
Infectious,1,3.38,16
Recovered,0,3.38,16
Susceptible,3,3.3899999999999997,16
Exposed,0,3.3899999999999997,16
Infectious,1,3.3899999999999997,16
Recovered,0,3.3899999999999997,16
Susceptible,3,3.4,16
Exposed,0,3.4,16
Infectious,1,3.4,16
Recovered,0,3.4,16
Susceptible,3,3.4099999999999997,16
Exposed,0,3.4099999999999997,16
Infectious,1,3.4099999999999997,16
Recovered,0,3.4099999999999997,16
Susceptible,3,3.42,16
Exposed,0,3.42,16
Infectious,1,3.42,16
Recovered,0,3.42,16
Susceptible,3,3.4299999999999997,16
Exposed,0,3.4299999999999997,16
Infectious,1,3.4299999999999997,16
Recovered,0,3.4299999999999997,16
Susceptible,3,3.44,16
Exposed,0,3.44,16
Infectious,1,3.44,16
Recovered,0,3.44,16
Susceptible,3,3.4499999999999997,16
Exposed,0,3.4499999999999997,16
Infectious,1,3.4499999999999997,16
Recovered,0,3.4499999999999997,16
Susceptible,3,3.46,16
Exposed,0,3.46,16
Infectious,1,3.46,16
Recovered,0,3.46,16
Susceptible,3,3.4699999999999998,16
Exposed,0,3.4699999999999998,16
Infectious,1,3.4699999999999998,16
Recovered,0,3.4699999999999998,16
Susceptible,3,3.48,16
Exposed,0,3.48,16
Infectious,1,3.48,16
Recovered,0,3.48,16
Susceptible,3,3.4899999999999998,16
Exposed,0,3.4899999999999998,16
Infectious,1,3.4899999999999998,16
Recovered,0,3.4899999999999998,16
Susceptible,3,3.5,16
Exposed,0,3.5,16
Infectious,1,3.5,16
Recovered,0,3.5,16
Susceptible,3,3.51,16
Exposed,0,3.51,16
Infectious,1,3.51,16
Recovered,0,3.51,16
Susceptible,3,3.52,16
Exposed,0,3.52,16
Infectious,1,3.52,16
Recovered,0,3.52,16
Susceptible,3,3.53,16
Exposed,0,3.53,16
Infectious,1,3.53,16
Recovered,0,3.53,16
Susceptible,3,3.54,16
Exposed,0,3.54,16
Infectious,1,3.54,16
Recovered,0,3.54,16
Susceptible,3,3.55,16
Exposed,0,3.55,16
Infectious,1,3.55,16
Recovered,0,3.55,16
Susceptible,3,3.56,16
Exposed,0,3.56,16
Infectious,1,3.56,16
Recovered,0,3.56,16
Susceptible,3,3.57,16
Exposed,0,3.57,16
Infectious,1,3.57,16
Recovered,0,3.57,16
Susceptible,3,3.58,16
Exposed,0,3.58,16
Infectious,1,3.58,16
Recovered,0,3.58,16
Susceptible,3,3.59,16
Exposed,0,3.59,16
Infectious,1,3.59,16
Recovered,0,3.59,16
Susceptible,3,3.5999999999999996,16
Exposed,0,3.5999999999999996,16
Infectious,1,3.5999999999999996,16
Recovered,0,3.5999999999999996,16
Susceptible,3,3.61,16
Exposed,0,3.61,16
Infectious,1,3.61,16
Recovered,0,3.61,16
Susceptible,3,3.6199999999999997,16
Exposed,0,3.6199999999999997,16
Infectious,1,3.6199999999999997,16
Recovered,0,3.6199999999999997,16
Susceptible,3,3.63,16
Exposed,0,3.63,16
Infectious,1,3.63,16
Recovered,0,3.63,16
Susceptible,3,3.6399999999999997,16
Exposed,0,3.6399999999999997,16
Infectious,1,3.6399999999999997,16
Recovered,0,3.6399999999999997,16
Susceptible,3,3.65,16
Exposed,0,3.65,16
Infectious,1,3.65,16
Recovered,0,3.65,16
Susceptible,3,3.6599999999999997,16
Exposed,0,3.6599999999999997,16
Infectious,1,3.6599999999999997,16
Recovered,0,3.6599999999999997,16
Susceptible,3,3.67,16
Exposed,0,3.67,16
Infectious,1,3.67,16
Recovered,0,3.67,16
Susceptible,3,3.6799999999999997,16
Exposed,0,3.6799999999999997,16
Infectious,1,3.6799999999999997,16
Recovered,0,3.6799999999999997,16
Susceptible,3,3.69,16
Exposed,0,3.69,16
Infectious,1,3.69,16
Recovered,0,3.69,16
Susceptible,3,3.6999999999999997,16
Exposed,0,3.6999999999999997,16
Infectious,1,3.6999999999999997,16
Recovered,0,3.6999999999999997,16
Susceptible,3,3.71,16
Exposed,0,3.71,16
Infectious,1,3.71,16
Recovered,0,3.71,16
Susceptible,3,3.7199999999999998,16
Exposed,0,3.7199999999999998,16
Infectious,1,3.7199999999999998,16
Recovered,0,3.7199999999999998,16
Susceptible,3,3.73,16
Exposed,0,3.73,16
Infectious,1,3.73,16
Recovered,0,3.73,16
Susceptible,3,3.7399999999999998,16
Exposed,0,3.7399999999999998,16
Infectious,1,3.7399999999999998,16
Recovered,0,3.7399999999999998,16
Susceptible,3,3.75,16
Exposed,0,3.75,16
Infectious,1,3.75,16
Recovered,0,3.75,16
Susceptible,3,3.76,16
Exposed,0,3.76,16
Infectious,1,3.76,16
Recovered,0,3.76,16
Susceptible,3,3.77,16
Exposed,0,3.77,16
Infectious,1,3.77,16
Recovered,0,3.77,16
Susceptible,3,3.78,16
Exposed,0,3.78,16
Infectious,1,3.78,16
Recovered,0,3.78,16
Susceptible,3,3.79,16
Exposed,0,3.79,16
Infectious,1,3.79,16
Recovered,0,3.79,16
Susceptible,3,3.8,16
Exposed,0,3.8,16
Infectious,1,3.8,16
Recovered,0,3.8,16
Susceptible,3,3.81,16
Exposed,0,3.81,16
Infectious,1,3.81,16
Recovered,0,3.81,16
Susceptible,3,3.82,16
Exposed,0,3.82,16
Infectious,1,3.82,16
Recovered,0,3.82,16
Susceptible,3,3.83,16
Exposed,0,3.83,16
Infectious,1,3.83,16
Recovered,0,3.83,16
Susceptible,3,3.84,16
Exposed,0,3.84,16
Infectious,1,3.84,16
Recovered,0,3.84,16
Susceptible,3,3.8499999999999996,16
Exposed,0,3.8499999999999996,16
Infectious,1,3.8499999999999996,16
Recovered,0,3.8499999999999996,16
Susceptible,3,3.86,16
Exposed,0,3.86,16
Infectious,1,3.86,16
Recovered,0,3.86,16
Susceptible,3,3.8699999999999997,16
Exposed,0,3.8699999999999997,16
Infectious,1,3.8699999999999997,16
Recovered,0,3.8699999999999997,16
Susceptible,3,3.88,16
Exposed,0,3.88,16
Infectious,1,3.88,16
Recovered,0,3.88,16
Susceptible,3,3.8899999999999997,16
Exposed,0,3.8899999999999997,16
Infectious,1,3.8899999999999997,16
Recovered,0,3.8899999999999997,16
Susceptible,3,3.9,16
Exposed,0,3.9,16
Infectious,1,3.9,16
Recovered,0,3.9,16
Susceptible,3,3.9099999999999997,16
Exposed,0,3.9099999999999997,16
Infectious,1,3.9099999999999997,16
Recovered,0,3.9099999999999997,16
Susceptible,3,3.92,16
Exposed,0,3.92,16
Infectious,1,3.92,16
Recovered,0,3.92,16
Susceptible,3,3.9299999999999997,16
Exposed,0,3.9299999999999997,16
Infectious,1,3.9299999999999997,16
Recovered,0,3.9299999999999997,16
Susceptible,3,3.94,16
Exposed,0,3.94,16
Infectious,1,3.94,16
Recovered,0,3.94,16
Susceptible,3,3.9499999999999997,16
Exposed,0,3.9499999999999997,16
Infectious,1,3.9499999999999997,16
Recovered,0,3.9499999999999997,16
Susceptible,3,3.96,16
Exposed,0,3.96,16
Infectious,1,3.96,16
Recovered,0,3.96,16
Susceptible,3,3.9699999999999998,16
Exposed,0,3.9699999999999998,16
Infectious,1,3.9699999999999998,16
Recovered,0,3.9699999999999998,16
Susceptible,3,3.98,16
Exposed,0,3.98,16
Infectious,1,3.98,16
Recovered,0,3.98,16
Susceptible,3,3.9899999999999998,16
Exposed,0,3.9899999999999998,16
Infectious,1,3.9899999999999998,16
Recovered,0,3.9899999999999998,16
Susceptible,3,4.0,16
Exposed,0,4.0,16
Infectious,1,4.0,16
Recovered,0,4.0,16
Susceptible,3,4.01,16
Exposed,0,4.01,16
Infectious,1,4.01,16
Recovered,0,4.01,16
Susceptible,3,4.02,16
Exposed,0,4.02,16
Infectious,1,4.02,16
Recovered,0,4.02,16
Susceptible,3,4.03,16
Exposed,0,4.03,16
Infectious,1,4.03,16
Recovered,0,4.03,16
Susceptible,3,4.04,16
Exposed,0,4.04,16
Infectious,1,4.04,16
Recovered,0,4.04,16
Susceptible,3,4.05,16
Exposed,0,4.05,16
Infectious,1,4.05,16
Recovered,0,4.05,16
Susceptible,3,4.06,16
Exposed,0,4.06,16
Infectious,1,4.06,16
Recovered,0,4.06,16
Susceptible,3,4.07,16
Exposed,0,4.07,16
Infectious,1,4.07,16
Recovered,0,4.07,16
Susceptible,3,4.08,16
Exposed,0,4.08,16
Infectious,1,4.08,16
Recovered,0,4.08,16
Susceptible,3,4.09,16
Exposed,0,4.09,16
Infectious,1,4.09,16
Recovered,0,4.09,16
Susceptible,3,4.1,16
Exposed,0,4.1,16
Infectious,1,4.1,16
Recovered,0,4.1,16
Susceptible,3,4.109999999999999,16
Exposed,0,4.109999999999999,16
Infectious,1,4.109999999999999,16
Recovered,0,4.109999999999999,16
Susceptible,3,4.12,16
Exposed,0,4.12,16
Infectious,1,4.12,16
Recovered,0,4.12,16
Susceptible,3,4.13,16
Exposed,0,4.13,16
Infectious,1,4.13,16
Recovered,0,4.13,16
Susceptible,3,4.14,16
Exposed,0,4.14,16
Infectious,1,4.14,16
Recovered,0,4.14,16
Susceptible,3,4.1499999999999995,16
Exposed,0,4.1499999999999995,16
Infectious,1,4.1499999999999995,16
Recovered,0,4.1499999999999995,16
Susceptible,3,4.16,16
Exposed,0,4.16,16
Infectious,1,4.16,16
Recovered,0,4.16,16
Susceptible,3,4.17,16
Exposed,0,4.17,16
Infectious,1,4.17,16
Recovered,0,4.17,16
Susceptible,3,4.18,16
Exposed,0,4.18,16
Infectious,1,4.18,16
Recovered,0,4.18,16
Susceptible,3,4.1899999999999995,16
Exposed,0,4.1899999999999995,16
Infectious,1,4.1899999999999995,16
Recovered,0,4.1899999999999995,16
Susceptible,3,4.2,16
Exposed,0,4.2,16
Infectious,1,4.2,16
Recovered,0,4.2,16
Susceptible,3,4.21,16
Exposed,0,4.21,16
Infectious,1,4.21,16
Recovered,0,4.21,16
Susceptible,3,4.22,16
Exposed,0,4.22,16
Infectious,1,4.22,16
Recovered,0,4.22,16
Susceptible,3,4.2299999999999995,16
Exposed,0,4.2299999999999995,16
Infectious,1,4.2299999999999995,16
Recovered,0,4.2299999999999995,16
Susceptible,3,4.24,16
Exposed,0,4.24,16
Infectious,1,4.24,16
Recovered,0,4.24,16
Susceptible,3,4.25,16
Exposed,0,4.25,16
Infectious,1,4.25,16
Recovered,0,4.25,16
Susceptible,2,4.26,16
Exposed,1,4.26,16
Infectious,1,4.26,16
Recovered,0,4.26,16
Susceptible,2,4.27,16
Exposed,1,4.27,16
Infectious,1,4.27,16
Recovered,0,4.27,16
Susceptible,2,4.28,16
Exposed,1,4.28,16
Infectious,1,4.28,16
Recovered,0,4.28,16
Susceptible,2,4.29,16
Exposed,1,4.29,16
Infectious,1,4.29,16
Recovered,0,4.29,16
Susceptible,2,4.3,16
Exposed,1,4.3,16
Infectious,1,4.3,16
Recovered,0,4.3,16
Susceptible,2,4.31,16
Exposed,1,4.31,16
Infectious,1,4.31,16
Recovered,0,4.31,16
Susceptible,2,4.32,16
Exposed,1,4.32,16
Infectious,1,4.32,16
Recovered,0,4.32,16
Susceptible,2,4.33,16
Exposed,1,4.33,16
Infectious,1,4.33,16
Recovered,0,4.33,16
Susceptible,2,4.34,16
Exposed,1,4.34,16
Infectious,1,4.34,16
Recovered,0,4.34,16
Susceptible,2,4.35,16
Exposed,1,4.35,16
Infectious,1,4.35,16
Recovered,0,4.35,16
Susceptible,2,4.36,16
Exposed,1,4.36,16
Infectious,1,4.36,16
Recovered,0,4.36,16
Susceptible,2,4.37,16
Exposed,1,4.37,16
Infectious,1,4.37,16
Recovered,0,4.37,16
Susceptible,2,4.38,16
Exposed,1,4.38,16
Infectious,1,4.38,16
Recovered,0,4.38,16
Susceptible,2,4.39,16
Exposed,1,4.39,16
Infectious,1,4.39,16
Recovered,0,4.39,16
Susceptible,2,4.3999999999999995,16
Exposed,1,4.3999999999999995,16
Infectious,1,4.3999999999999995,16
Recovered,0,4.3999999999999995,16
Susceptible,2,4.41,16
Exposed,1,4.41,16
Infectious,1,4.41,16
Recovered,0,4.41,16
Susceptible,2,4.42,16
Exposed,1,4.42,16
Infectious,1,4.42,16
Recovered,0,4.42,16
Susceptible,2,4.43,16
Exposed,1,4.43,16
Infectious,1,4.43,16
Recovered,0,4.43,16
Susceptible,2,4.4399999999999995,16
Exposed,1,4.4399999999999995,16
Infectious,1,4.4399999999999995,16
Recovered,0,4.4399999999999995,16
Susceptible,2,4.45,16
Exposed,1,4.45,16
Infectious,0,4.45,16
Recovered,1,4.45,16
Susceptible,2,4.46,16
Exposed,1,4.46,16
Infectious,0,4.46,16
Recovered,1,4.46,16
Susceptible,2,4.47,16
Exposed,1,4.47,16
Infectious,0,4.47,16
Recovered,1,4.47,16
Susceptible,2,4.4799999999999995,16
Exposed,1,4.4799999999999995,16
Infectious,0,4.4799999999999995,16
Recovered,1,4.4799999999999995,16
Susceptible,2,4.49,16
Exposed,1,4.49,16
Infectious,0,4.49,16
Recovered,1,4.49,16
Susceptible,2,4.5,16
Exposed,1,4.5,16
Infectious,0,4.5,16
Recovered,1,4.5,16
Susceptible,2,4.51,16
Exposed,1,4.51,16
Infectious,0,4.51,16
Recovered,1,4.51,16
Susceptible,2,4.52,16
Exposed,1,4.52,16
Infectious,0,4.52,16
Recovered,1,4.52,16
Susceptible,2,4.53,16
Exposed,1,4.53,16
Infectious,0,4.53,16
Recovered,1,4.53,16
Susceptible,2,4.54,16
Exposed,1,4.54,16
Infectious,0,4.54,16
Recovered,1,4.54,16
Susceptible,2,4.55,16
Exposed,1,4.55,16
Infectious,0,4.55,16
Recovered,1,4.55,16
Susceptible,2,4.56,16
Exposed,1,4.56,16
Infectious,0,4.56,16
Recovered,1,4.56,16
Susceptible,2,4.57,16
Exposed,1,4.57,16
Infectious,0,4.57,16
Recovered,1,4.57,16
Susceptible,2,4.58,16
Exposed,1,4.58,16
Infectious,0,4.58,16
Recovered,1,4.58,16
Susceptible,2,4.59,16
Exposed,1,4.59,16
Infectious,0,4.59,16
Recovered,1,4.59,16
Susceptible,2,4.6,16
Exposed,1,4.6,16
Infectious,0,4.6,16
Recovered,1,4.6,16
Susceptible,2,4.61,16
Exposed,1,4.61,16
Infectious,0,4.61,16
Recovered,1,4.61,16
Susceptible,2,4.62,16
Exposed,1,4.62,16
Infectious,0,4.62,16
Recovered,1,4.62,16
Susceptible,2,4.63,16
Exposed,1,4.63,16
Infectious,0,4.63,16
Recovered,1,4.63,16
Susceptible,2,4.64,16
Exposed,1,4.64,16
Infectious,0,4.64,16
Recovered,1,4.64,16
Susceptible,2,4.6499999999999995,16
Exposed,1,4.6499999999999995,16
Infectious,0,4.6499999999999995,16
Recovered,1,4.6499999999999995,16
Susceptible,2,4.66,16
Exposed,1,4.66,16
Infectious,0,4.66,16
Recovered,1,4.66,16
Susceptible,2,4.67,16
Exposed,1,4.67,16
Infectious,0,4.67,16
Recovered,1,4.67,16
Susceptible,2,4.68,16
Exposed,1,4.68,16
Infectious,0,4.68,16
Recovered,1,4.68,16
Susceptible,2,4.6899999999999995,16
Exposed,1,4.6899999999999995,16
Infectious,0,4.6899999999999995,16
Recovered,1,4.6899999999999995,16
Susceptible,2,4.7,16
Exposed,1,4.7,16
Infectious,0,4.7,16
Recovered,1,4.7,16
Susceptible,2,4.71,16
Exposed,1,4.71,16
Infectious,0,4.71,16
Recovered,1,4.71,16
Susceptible,2,4.72,16
Exposed,1,4.72,16
Infectious,0,4.72,16
Recovered,1,4.72,16
Susceptible,2,4.7299999999999995,16
Exposed,1,4.7299999999999995,16
Infectious,0,4.7299999999999995,16
Recovered,1,4.7299999999999995,16
Susceptible,2,4.74,16
Exposed,1,4.74,16
Infectious,0,4.74,16
Recovered,1,4.74,16
Susceptible,2,4.75,16
Exposed,1,4.75,16
Infectious,0,4.75,16
Recovered,1,4.75,16
Susceptible,2,4.76,16
Exposed,1,4.76,16
Infectious,0,4.76,16
Recovered,1,4.76,16
Susceptible,2,4.77,16
Exposed,1,4.77,16
Infectious,0,4.77,16
Recovered,1,4.77,16
Susceptible,2,4.78,16
Exposed,1,4.78,16
Infectious,0,4.78,16
Recovered,1,4.78,16
Susceptible,2,4.79,16
Exposed,1,4.79,16
Infectious,0,4.79,16
Recovered,1,4.79,16
Susceptible,2,4.8,16
Exposed,1,4.8,16
Infectious,0,4.8,16
Recovered,1,4.8,16
Susceptible,2,4.81,16
Exposed,1,4.81,16
Infectious,0,4.81,16
Recovered,1,4.81,16
Susceptible,2,4.82,16
Exposed,1,4.82,16
Infectious,0,4.82,16
Recovered,1,4.82,16
Susceptible,2,4.83,16
Exposed,1,4.83,16
Infectious,0,4.83,16
Recovered,1,4.83,16
Susceptible,2,4.84,16
Exposed,1,4.84,16
Infectious,0,4.84,16
Recovered,1,4.84,16
Susceptible,2,4.85,16
Exposed,1,4.85,16
Infectious,0,4.85,16
Recovered,1,4.85,16
Susceptible,2,4.86,16
